UID,Barcode,SPC,Department Code,Department,Sub-department Code,Sub Department,Brand Code,Brand,Style Code,Colour Code,Colour Name,Size Scale,Size,Description,BTC Price,VAT Code,Pack Quantity,Carton Quantity,Last Changed Date,Stock Status,colour_code_url,image_url_medium_res,image_url_low_res,image_url_high_res,brand image,colour image 01,colour image 02,colour image 03,colour image 04,colour image 05,colour image 06,colour image 07,colour image 08,colour image 09,colour image 10,bullet points,Commodity Code,Origin
92049,0000000920087,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,AZ,Deep Navy,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-az.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141984.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141983.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141985.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92031,0000000919906,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,57,Fuchsia,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-57.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141978.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141977.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141979.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166595.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92043,0000000920025,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,94,Heather Grey,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-94.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141981.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141980.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141982.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166596.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
171877,0000001717853,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,HP,Heather Purple,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-hp.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141993.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141992.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141994.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92013,0000000919722,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,47,Kelly Green,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-47.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141969.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141968.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141970.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166592.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
137993,0000001379006,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,GL,Light Graphite,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-gl.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141987.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141986.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141988.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92025,0000000919845,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,LPI,Light Pink,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-lpi.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141975.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141974.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141976.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166594.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
158551,0000001584561,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,LM,Lime,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-lm.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141999.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141998.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142000.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
128926,0000001288889,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,32,Navy Blue,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-32.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141951.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141950.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141952.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142002.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142001.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142003.jpg,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92007,0000000919661,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,44,Orange,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-44.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141966.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141965.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141967.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166591.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92067,0000000920261,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,PE,Purple,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-pe.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_142008.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142007.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142009.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92001,0000000919609,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,40,Red,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-40.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141960.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141959.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141961.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166589.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
158539,0000001584448,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,RX,Retro Heather Green,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-rx.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_142014.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142013.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142015.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
158533,0000001584387,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,R6,Retro Heather Royal,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-r6.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_142011.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142010.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142012.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92019,0000000919784,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,51,Royal,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-51.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_141972.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141971.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_141973.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166593.jpg,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
92061,0000000920209,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,YT,Sky Blue,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-yt.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_142023.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142022.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142024.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
91983,0000000919425,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,SUN,Sunflower,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-sun.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_142005.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142004.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142006.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
158527,0000001584325,61372,TSHIRT,T-SHIRTS,LSSTSH,Ladies Short Sleeve T-Shirts,FOTL,Fruit Of The Loom,BA0032,VF,Vintage Heather Navy,0008  ,XS,Ladies' Valueweight T,2.23,1,12,72,08/04/2026 09:01:09,C,https://myebrochure.co.uk/images/colours/fotl/fotl-vf.jpg,https://myebrochure.co.uk/images/products/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.small/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/products.hires/prod_13601_61372_166586.jpg,https://myebrochure.co.uk/images/brands/fotl_23.png,https://myebrochure.co.uk/images/products.hires/prod_61372_142017.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142016.jpg,https://myebrochure.co.uk/images/products.hires/prod_61372_142018.jpg,,,,,,,,<li>Crew neck with Cotton/ LYCRA&reg; rib</li> <li>Self&#45;fabric back neck tape</li> <li>Shaped side seams for a feminine fit</li> <li>Fine knit gauge for enhanced printability</li> <li><b>Also available in men&#39;s sizes code 61036 and  children&#39;s sizes code 61033 and code 61005</b></li>,61091000,MA
